ลำดับที่,MEMBER TYPE,CODE,NAME,CARD ID,ADDRESS,SUB DISTRICT,DISTRICT,PROVINCE,CONTACT,ROUTE,MOBILE,LINE,LOCATION,REMARK,BRANCH CODE,STATUS,Ref
823,ขายปลีก 20/5,VP12008,ป้าไร,,,,,,,VP12,,,"13.7952745,100.0713357",,,Active,OLD
824,ขายปลีก 20/5,VP12009,เจ้จิ๋ม,,,,,,,VP12,,,"13.79471502,100.07053439",,,Active,OLD
825,ขายปลีก 20/5,VP12011,นวลทวี,,,,,,,VP12,,,"13.8224269,100.0649685",,,Active,OLD
826,ขายปลีก 20/5,VP12012,กาแฟ ซ.2,,,,,,,VP12,,,"13.8223958,100.0649827",,,Active,OLD
827,ขายปลีก 20/5,VP12013,ป้าหยก,,,,,,,VP12,,,"13.8110633,100.0432441",,,Active,OLD
828,ขายปลีก 20/5,VP12014,ร้านข้าวแกง 123,,,,,,,VP12,,,"13.8110365,100.0426335",,,Active,OLD
829,ขายปลีก 20/5,VP12015,ปั๊มบางจาก,,,,,,,VP12,,,"13.80345156,100.0229083",,,Active,OLD
830,ขายปลีก 20/5,VP12016,ไทวัสดุ,,,,,,,VP12,,,"13.8024874,100.021787",,,Active,OLD
831,ขายปลีก 20/5,VP12017,ปั๊มเซลล์,,,,,,,VP12,,,"13.79883355,99.97279913",,,Active,OLD
832,ขายปลีก 20/5,VP12018,ข้ามต้มม้าหมุน,,,,,,,VP12,,,"13.8035049,100.0057202",,,Active,OLD
833,ขายปลีก 20/5,VP12019,ข้าวแกงแม่เสียน,,,,,,,VP12,,,"13.7989123,99.9726524",,,Active,OLD
834,ขายปลีก 20/5,VP12020,กาแฟแบ่งปันศิลปากร,,,,,,,VP12,,,"13.8043158,100.0219387",,,Active,OLD
835,ขายปลีก 20/5,VP12021,ร้านขนมจีน,,,,,,,VP12,,,,,,Active,OLD
836,ขายปลีก 20/5,VP12022,ร้านขนมหวาน,,,,,,,VP12,,,"13.8110169,100.0425159",,,Active,OLD
837,ขายปลีก 20/5,VP12023,ก๋วยเตี๋ยวฟ้าแลบ,,,,,,,VP12,,,"13.8115815,100.0454441",,,Active,OLD
838,ขายปลีก 20/5,VP12024,นมว้าว,,,,,,,VP12,,,"13.8115286,100.0455459",,,Active,OLD
839,ขายปลีก 20/5,VP12025,เจ้ยวน,,,,,,,VP12,,,"13.7779208,100.0557548",,,Active,OLD
840,ขายปลีก 20/5,VP12026,บ้านสวน,,,,,,,VP12,,,,,,Inactive,OLD
841,ขายปลีก 20/5,VP12027,เจ้กุ๊ก,,,,,,,VP12,,,"13.7730247,100.043972",,,Active,OLD
842,ขายปลีก 20/5,VP12028,จ่ามิตร,,,,,,,VP12,,,"13.7798156,100.0533213",,,Active,OLD
843,ขายปลีก 20/5,VP12029,ข้าวแกงป้าแก่,,,,,,,VP12,,,"13.7779629,100.0556551",,,Active,OLD
844,ขายปลีก 20/5,VP12030,ก๋วยเตี๋ยวริมทาง,,,,,,,VP12,,,"13.7979396,100.0705693",,,Active,OLD
845,ขายปลีก 20/5,VP12031,ร้านน้ำปั่น,,,,,,,VP12,,,"13.7779858,100.0556965",,,Active,OLD
846,ขายปลีก 20/5,VP12032,บ้านขายผัก,,,,,,,VP12,,,"13.7959182,100.0710935",,,Active,OLD
847,ขายปลีก 20/5,VP12033,เจ้เรณู,,,,,,,VP12,,,"13.8080316,100.0532827",,,Active,OLD
848,ขายปลีก 20/5,VP12034,ร้านมิ้งมด,,,,,,,VP12,,,"13.7960562,100.0710321",,,Active,OLD
849,ขายปลีก 20/5,VP12035,รุ่งทิพย์,,,,,,,VP12,,,"13.7979335,100.0706873",,,Active,OLD
850,ขายปลีก 20/5,VP12036,ป้าลี ซ.2,,,,,,,VP12,,,,,,Active,OLD
851,ขายปลีก 20/5,VP12039,ตำนัวณัฐชา,,,,,,,VP12,,,,,,Inactive,OLD
852,ขายปลีก 20/5,VP12040,Bun [Lotus],,,,,,,VP12,,,,,,Inactive,OLD
853,ขายปลีก 20/5,VP12041,จ๊อปูเยาวราช,,,,,,,VP12,,,"13.811508,100.0457269",,,Active,OLD
854,ขายปลีก 20/5,VP12042,ร้านไก่ย่างห้าดาว,,,,,,,VP12,,,"13.8101715,100.047412",,,Active,OLD
855,ขายปลีก 20/5,VP12043,ร้านชานม โลตัส,,,,,,,VP12,,,"13.8088148,100.0530867",,,Active,OLD
856,ขายปลีก 20/5,VP12044,ร้านเบียร์โซไซตี้,,,,,,,VP12,,,"13.8120047,100.0544932",,,Active,OLD
857,ขายปลีก 20/5,VP12045,ชานม-ตัดผม,,,,,,,VP12,,,"13.8113883,100.0441011",,,Active,OLD
858,ขายปลีก 20/5,VP13000,ขายสด,,,,,,,VP13,,,,,,Active,OLD
859,ขายปลีก 20/5,VP13001,ตามสั่งหน้า,,,,,,,VP13,,,,,,Inactive,OLD
860,ขายปลีก 20/5,VP13002,The For Rest,,,,,,,VP13,,,"13.8007832,99.9983114",,,Active,OLD
861,ขายปลีก 20/5,VP13003,กุ้งอบภูเขาไฟ,,,,,,,VP13,,,"13.80407736,100.04159517",,,Active,OLD
862,ขายปลีก 20/5,VP13007,จูน สตูดิโอ,**********,,,,,,VP13,*******,,"13.7998792,100.0489069",,*****,Active,OLD
863,ขายปลีก 20/5,VP13008,ส้มตำไฟแดงหนองขาหยั่ง,,,,,,,VP13,,,,,,Inactive,OLD
864,ขายปลีก 20/5,VP13009,อาหารตามสั่งบรรเทิง,,,,,,,VP13,,,"13.81108428,100.04857007",,,Active,OLD
865,ขายปลีก 20/5,VP13010,ร้านกาแฟโจ๊กบางกอก,,,,,,,VP13,,,"13.8170644,100.0571931",,,Active,OLD
866,ขายปลีก 20/5,VP13011,SUN and MOON CAFE,,,,,,,VP13,,,"13.8170507,100.0571615",,,Active,OLD
867,ขายปลีก 20/5,VP13012,อาร์ซิเร่,,,,,,,VP13,,,"13.8067109,100.0322096",,,Active,OLD
868,ขายปลีก 20/5,VP13013,เตี๋ยวไก่ พี่วาสนา,,,,,,,VP13,,,"13.8168858,100.0506769",,,Active,OLD
869,ขายปลีก 20/5,VP13014,ร้านซูชิมั้ย 7,,,,,,,VP13,,,"13.8196522,100.0573776",,,Active,OLD
870,ขายปลีก 20/5,VP13015,พี่ทิพย์ นมปั่น ซ.2,xxxxxxxxxxxxx,,,,,,VP13,xxxxxxxxxxx,,"13.8209447,100.0659143",,xxxx,Active,OLD
871,ขายปลีก 20/5,VP13016,พี่ทิพย์นมปั่น ซ.เสือดุ,,,,,,,VP13,,,"13.8107487,100.0412742",,,Active,OLD
872,ขายปลีก 20/5,VP13017,บ้านผัก,,,,,,,VP13,,,"13.81327,100.0484771",,,Active,OLD
873,ขายปลีก 20/5,VP13018,ชามิงโก้,,,,,,,VP13,,,"13.8136624,100.0455046",,,Active,OLD
874,ขายปลีก 20/5,VP13020,The Trane,,,,,,,VP13,,,"13.7930542,99.9479833",,,Active,OLD
875,ขายปลีก 20/5,VP13021,PRO TRUCK,,,,,,,VP13,,,"13.8022352,100.0057877",,,Active,OLD
876,ขายปลีก 20/5,VP13022,กะดึก,,,,,,,VP13,,,"13.81114949,100.04674312",,,Active,OLD
877,ขายปลีก 20/5,VP13023,ครัวเสน่ห์,,,,,,,VP13,,,"13.81169487,100.0578474",,,Active,OLD
878,ขายปลีก 20/5,VP11043,สิบล้อรุ่งลดา,xxxxxxxxxxxxx,,,,,,VP11,xxxxxxxxxxx,,"13.59859487,99.83204965",,xxxx,Active,OLD
879,ขายปลีก 20/5,VP13024,ตามสั่งร้านเหลือง,xxxxxxxxxxxxx,,,,,,VP13,xxxxxxxxxxx,,"13.8170687,100.0571689",,xxxx,Active,OLD
880,ขายปลีก 20/5,VP05140,กล้วยทอดพี่นน,***,,,,,,VP05,0983298721,,,,**,Active,OLD
881,ขายปลีก 20/5,VP05141,ตำนัว,***,,,,,,VP05,0624264792,,,,**,Active,OLD
882,ขายปลีก 20/5,VP06066,มารุชา,***,,,,,,VP06,*****,,,,**,Active,OLD
883,ขายปลีก 20/5,VP06067,ร้านสองแซ่บ,***,,,,,,VP06,*****,,,,**,Active,OLD
884,ขายปลีก 20/5,VP06068,ร้านก๋วยเตี๋ยว,***,,,,,,VP06,*****,,,,**,Active,OLD
885,ขายปลีก 20/5,VP04069,ร้านของชำ,***,,,,,,VP04,*****,,"13.8124378,100.3481293",,**,Active,OLD
886,ขายปลีก 20/5,VP04070,Umm Juice,***,,,,,,VP04,*****,,,,**,Active,OLD
887,ขายปลีก 20/5,VP04071,ร้ายผลไม้สด,***,,,,,,VP04,*****,,"13.7984401,100.0608108",,**,Active,OLD
888,ขายปลีก 20/5,VP04072,ข้าวแกง,***,,,,,,VP04,*****,,"13.8001964,100.3345448",,**,Active,OLD
889,ขายปลีก 20/5,VP02094,ก๋วยเตี๋ยวเรือ 10 บาท,***,,,,,,VP02,099-4458287,,"13.8205583,100.3197348",,**,Active,OLD
890,ขายปลีก 20/5,VP10044,กรูอิ่ม,***,,,,,,VP10,*******,,,,***,Active,OLD
891,ขายปลีก 20/5,VP08050,ข้าวแกงป้ายา,***,,,,,,VP08,*****,,"13.9119451,100.0152049",,**,Active,OLD
892,ขายปลีก 20/5,VP08051,ชาพยอม,***,,,,,,VP08,*****,,"13.9215154,100.0039811",,**,Active,OLD
893,ขายปลีก 20/5,VP13025,ร้านเลอรส,xxxxxxxxxxxxx,,,,,,VP13,xxxxxxxxxxx,,,,xxxx,Inactive,OLD
894,ขายปลีก 20/5,VP13026,SC1514 อเมซอน-ศิลปากร,,,,,,,VP13,,,,,xxxx,Inactive,OLD
895,ขายปลีก 20/5,VP03059,กาแฟอินทนิน,,,,,,,VP03,,,"13.7979474,100.175609",,,Active,OLD
896,ขายปลีก 20/5,VP05143,ราชาบะหมี่,,,,,,,VP05,0816191903,,,,**,Active,OLD
897,ขายปลีก 20/5,VP13028,ร้านหมู หนองปากโลง,,,,,,,VP13,,,"13.8291075,100.0158698",,,Active,OLD
898,ขายปลีก 20/5,VP02099,ร้านค้าป้ายิ้ม,,,,,,,VP02,*****,,"13.82601505,100.31006008",,**,Active,OLD
899,ขายปลีก 20/5,VP05144,ร้านกาแฟ,,,,,,,VP05,*****,,"13.80105171,100.06665057",,**,Active,OLD
900,ขายปลีก 20/5,VP05145,โรงงานซิตี้ฟู้ด,***,,,,,,VP05,*****,,"13.67596706,100.08802889",,**,Active,OLD
901,ขายปลีก 20/5,VP05146,ป้ารัตน์,***,,,,,,VP05,*****,,,,**,Active,OLD
902,ขายปลีก 20/5,VP05147,ร้านของเก่าญี่ปุ่น,***,,,,,,VP05,*****,,,,**,Active,OLD
903,ขายปลีก 20/5,VP09100,พักพิ้งค์,xxxxxxxxxxxxx,,,,,,VP09,,,"13.80944724,100.03942502",,xxxx,Active,OLD
904,ขายปลีก 20/5,VP13030,กาแฟ,***,,,,,,VP13,*****,,"13.8225532,100.0612827",,**,Active,OLD
905,ขายปลีก 20/5,VP07059,โต๊ะสนุ๊ก,***,,,,,,VP07,*****,,"13.87148803,100.07215209",,**,Active,OLD
906,ขายปลีก 20/5,VP07060,ขายดี,***,,,,,,VP07,*****,,"13.90320141,100.0043072",,**,Active,OLD
907,ขายปลีก 20/5,VP12049,ร้านตามสั่ง,***,,,,,,VP12,*****,,"13.8055445,100.0625196",,**,Active,OLD
908,ขายปลีก 20/5,VP12050,ลูกชิ้น,***,,,,,,VP12,*****,,"13.8025647,100.0219042",,**,Active,OLD
909,ขายปลีก 20/5,VP06069,ก๋วยจั๊บ,***,,,,,,VP06,*****,,,,,Active,OLD
910,ขายปลีก 20/5,VP06070,อาหารตามสั่ง,***,,,,,,VP06,*****,,,,**,Active,OLD
911,ขายปลีก 20/5,VP04077,พิณทองเรือนแพ,***,,,,,,VP04,*******,,,,**,Active,OLD
912,ขายปลีก 20/5,VP04078,ข้าวราดแกง,***,,,,,,VP04,*****,,,,**,Active,OLD
913,ขายปลีก 20/5,VP13031,โมเอชะ,***,,,,,,VP13,*****,,"13.7884473,100.0493875",,**,Active,OLD
914,ขายปลีก 20/5,VP13032,ร้านน้ำจับเลี้ยง,***,,,,,,VP13,*****,,"13.81298355,100.04976857",,**,Active,OLD
915,ขายปลีก 20/5,VP04081,สวีทไทม์,,,,,,,VP04,092-7201473,,,,,Active,OLD
916,ขายปลีก 20/5,VP13033,ร้านฟรุ๊ตตี้,***,,,,,,VP13,080-3206080,,,,**,Active,OLD
917,ขายปลีก 20/5,VP03060,บ่อตกปลาป้าจิน,***,,,,,,VP03,089-6125312,,"13.8713385,100.2196718",,**,Active,OLD
918,ขายปลีก 20/5,VP13034,น้ำจับเลี้ยง,***,,,,,,VP13,*****,,,,**,Active,OLD
919,ขายปลีก 20/5,VP02100,ร้านนมหมีปั่น พี่หมวย,*****,,,,,,VP02,******,,"13.807517,100.3214542",,****,Active,OLD
920,ขายปลีก22,VP12010,อเมซอนธรรมศาลา,,,,,,,VP12,,,"13.8120512,100.072928",,,Active,OLD
921,ขายปลีก 20,VP07018,เจ้ปุ๋ยน้ำหอม,xxxxxxxxxxxxx,,,,,,VP07,xxxxxxxxxxxx,,"13.8033,100.023",,xxxxx,Inactive,OLD
922,ขายปลีก 20,VP08008,Connect ม.เกษตร,***,M61-11,,,,,VP08,097-1477112,,"14.022963,99.976364",,**,Inactive,OLD
923,ขายปลีก 20,VP07053,วัดพะเนียงแตก,*******,,,,,,VP07,000000000,,,,******,Active,OLD
924,ขายปลีก 20,VP00052,เกี๊ยวปลา,*******,,,,,,ไม่ระบุ,******,,,,******,Active,OLD
925,ขายปลีก 20,VP00053,ทาโกยากิ,**********,,,,,,ไม่ระบุ,0000000000,,,,****,Active,OLD
926,ขายปลีก 20,VP05082,ชาคุณชัย,***,,,,,,VP05,*****,,,,**,Active,OLD
927,ขายปลีก 20,VP04061,ร้านป้าติ๋ว,***,,,,,,VP04,*****,,"13.8028273,100.3303716",,**,Active,OLD
928,ขายปลีก 20,VP04062,ป้าสุดตา,***,,,,,,VP04,*****,,"13.80233185,100.33481236",,**,Active,OLD
929,ขายปลีก 20,VP05086,สามพี่น้อง,***,,,,,,VP05,*****,,,,**,Inactive,OLD
930,ขายปลีก 20,VP05087,หมูปลาร้า,***,,,,,,VP05,*****,,,,**,Inactive,OLD
931,ขายปลีก 20,VP05088,ไข่นกกระทา,***,,,,,,VP05,*****,,,,**,Inactive,OLD
932,ขายปลีก 20,VP05089,ร้านคุณนาย,***,,,,,,VP05,***,,,,**,Inactive,OLD
933,ขายปลีก 20,VP05090,ร้านป้าเวียงโคตรแซ่บ,***,,,,,,VP05,*****,,,,**,Inactive,OLD
934,ขายปลีก 20,VP05091,ร้านแอมบาร์บีคิว,***,,,,,,VP05,*****,,,,**,Inactive,OLD
935,ขายปลีก 20,VP05093,ไตเติ้ล,***,,,,,,VP05,*****,,,,**,Inactive,OLD
936,ขายปลีก 20,VP05095,ลูกชิ้น,***,,,,,,VP05,*****,,,,**,Inactive,OLD
937,ขายปลีก 20,VP05097,พี่ต่าย,***,,,,,,VP05,*****,,,,**,Inactive,OLD
938,ขายปลีก 20,VP05103,ร้านไข่,***,,,,,,VP05,*****,,,,**,Inactive,OLD
939,ขายปลีก 20,VP05104,ร้านน้ำ,***,,,,,,VP05,*****,,,,**,Inactive,OLD
940,ขายปลีก 20,VP10040,พี่ทา,***,,,,,,VP10,*****,,,,**,Active,OLD
941,ขายปลีก 20,VP09059,ดังกิ้น,***,,,,,,VP09,*****,,"13.8036059,100.0067771",,**,Active,OLD
942,ขายปลีก 20,VP03054,ป้าวันดี,***,,,,,,VP03,*****,,,,**,Inactive,OLD
943,ขายปลีก 20,VP07055,ขายดี,***,,,,,,VP07,*****,,,,**,Inactive,OLD
944,ขายปลีก 20,VP05123,ชาคุณชัย 2,***,,,,,,VP05,***,,,,**,Inactive,OLD
945,ขายปลีก 20,VP05124,พี่โอ๋,***,,,,,,VP05,*****,,"13.63933,100.0176177",,**,Inactive,OLD
946,ขายปลีก 20,VP06063,น้ำปั่น,***,,,,,,VP06,*****,,,,**,Active,OLD
947,ขายปลีก 20,VP04064,ร้านน้ำพี่ตุ่น,***,,,,,,VP04,0625155955,,,,**,Active,OLD
948,ขายปลีก 20,VP09066,กาแฟมวลชน,***,,,,,,VP09,*****,,"13.80508672,100.00852278",,**,Active,OLD
949,ขายปลีก 20,VP04066,ร้านของชำป้าสม,***,,,,,,VP04,*****,,"13.8026791,100.33516",,**,Active,OLD
950,ขายปลีก 20,VP02095,ร้านข้าวแกงพี่ตุ่ม ซ. 2,,,,,,,VP02,085-7138332,,"13.81906387,100.31966079",,**,Active,OLD
951,ขายปลีก 20,VP05142,เฮียยุทธข้าวแกง,,,,,,,VP05,*****,,,,**,Active,OLD
952,ขายปลีก 20,VP02096,ร้านของชำป้าบังอร,,,,,,,VP02,*****,,"13.88237138,100.28543527",,**,Active,OLD
953,ขายปลีก 20,VP02097,ร้านอาหารเจ,,,,,,,VP02,082-5219692,,"13.83237928,100.31046313",,**,Inactive,OLD
954,ขายปลีก 20,VP12046,วาฟเฟิล,,,,,,,VP12,*****,,"13.8029377,100.0099637",,**,Active,OLD
955,ขายปลีก 20,VP12047,แคปหมู,,,,,,,VP12,*****,,,,**,Inactive,OLD
956,ขายปลีก 20,VP02098,ร้านกันเองข้าวมันไก่,,,,,,,VP02,*****,,"13.87541628,100.29200549",,**,Active,OLD
957,ขายปลีก 20,VP09098,ร้านนมรุ้ง,,,,,,,VP09,*****,,"13.8125521,100.0417351",,**,Active,OLD
958,ขายปลีก 20,VP11048,ร้านเทิกไทส,,,,,,,VP11,*****,,,,**,Inactive,OLD
959,ขายปลีก 20,VP12048,ผลไม้ดอง,,,,,,,VP12,*****,,"13.8086275,100.0530016",,**,Active,OLD
960,ขายปลีก 20,VP07058,ตามสั่ง,,,,,,,VP07,*****,,"13.86974313,100.08924075",,**,Active,OLD
961,ขายปลีก 20,VP15054,อเมซอน,,,,,,,VP15,*****,,"13.80176447,100.09415636",,**,Active,OLD
962,ขายปลีก 20,VP04073,ร้านกาแฟแนน,,,,,,,VP04,0660636010,,,,**,Active,OLD
963,ขายปลีก 20,VP08052,ไก่ทอด,,,,,,,VP08,*****,,"13.9119321,100.0152128",,**,Active,OLD
964,ขายปลีก 20,VP09099,สวนสาธารณะ,,,,,,,VP09,,,"13.8188777,100.0532743",,,Active,OLD
965,ขายปลีก 20,VP07061,น้ำมะพร้าวพรชัย,***,,,,,,VP07,0618642088,,,,**,Active,OLD
966,ขายปลีก 20,VP04082,ยาม,***,,,,,,VP04,*****,,,,**,Active,OLD
967,ขายปลีก 20,VP07062,ส้มตำ,***,,,,,,VP07,*****,,"13.90328734,100.00397628",,**,Active,OLD
968,ขายปลีก 20,VP10046,ร้านป้าก่ำ,***,,,,,,VP10,084-2317633,,,,**,Active,OLD
969,ขายปลีก 30,VP05078,เจ้าของตลาด,***,,,,,,VP05,***,,,,**,Inactive,OLD
970,ขายปลีก 30,VP05079,เจ้ทราย,***,,,,,,VP05,*****,,,,**,Inactive,OLD
971,ขายปลีก 30,VP05080,ดร๊าฟ,**********,,,,,,VP05,*****,,,,**,Inactive,OLD
972,ขายปลีก 30,VP05083,เอกปลาสด,***,,,,,,VP05,*****,,,,**,Inactive,OLD
973,ขายปลีก 30,VP05084,เนอาร์,***,,,,,,VP05,***,,,,**,Inactive,OLD
974,ขายปลีก 30,VP05085,น้องกิ๊ฟ,***,,,,,,VP05,*****,,,,**,Inactive,OLD
975,ขายปลีก 30,VP05092,พี่ดอย,***,,,,,,VP05,*****,,,,**,Inactive,OLD
976,ขายปลีก 30,VP05094,บาส,***,,,,,,VP05,*****,,,,**,Inactive,OLD
977,ขายปลีก 30,VP05098,น้องแก้ม,***,,,,,,VP05,*****,,,,**,Inactive,OLD
978,ขายปลีก 30,VP05099,เอกส้ม,***,,,,,,VP05,*****,,,,**,Inactive,OLD
979,ขายปลีก 30,VP05101,เกมส์,***,,,,,,VP05,*****,,,,**,Inactive,OLD
980,ขายปลีก 30,VP09058,ร้านน้ำผลไม้,***,,,,,,VP09,*****,,"13.8032195,100.0074761",,**,Active,OLD
981,ขายปลีก 30,VP05105,นุช,***,,,,,,VP05,*****,,,,**,Active,OLD
982,ขายปลีก 30,VP05107,แคท,***,,,,,,VP05,*****,,,,**,Inactive,OLD
983,ขายปลีก 30,VP05108,พี่ทอม,***,,,,,,VP05,*****,,,,**,Inactive,OLD
984,ขายปลีก 30,VP06062,เบิร์ด,***,,,,,,VP06,*****,,,,**,Active,OLD
985,ขายปลีก 30,VP05109,ป้า,*****,,,,,,VP05,*******,,,,***,Active,OLD
986,ขายปลีก 30,VP05110,คุณสุ,***,,,,,,VP05,*******,,,,***,Inactive,OLD
987,ขายปลีก 30,VP05113,3พี่น้อง,***,,,,,,VP05,*******,,,,***,Inactive,OLD
988,ขายปลีก 30,VP05114,นานา,***,,,,,,VP05,*******,,,,***,Inactive,OLD
989,ขายปลีก 30,VP08041,ยำทะเล,***,,,,,,VP08,*****,,,,**,Inactive,OLD
990,ขายปลีก 30,VP05117,หอมซี๊ดปาก,***,,,,,,VP05,*****,,,,**,Inactive,OLD
991,ขายปลีก 30,VP05118,เจ๊,***,,,,,,VP05,*****,,,,**,Inactive,OLD
992,ขายปลีก 30,VP05119,พันฟลาวเวอร์,***,,,,,,VP05,*****,,,,**,Inactive,OLD
993,ขายปลีก 30,VP05120,เจ๊,***,,,,,,VP05,*****,,,,**,Inactive,OLD
994,ขายปลีก 30,VP05121,เจ๊เพ็ญ,***,,,,,,VP05,***,,,,**,Inactive,OLD
995,ขายปลีก 30,VP05128,เจ๊ทราย,***,,,,,,VP05,063-4659539,,,,**,Inactive,OLD
996,ขายปลีก 30,VP05129,พี่เลย์,***,,,,,,VP05,0957958154,,,,**,Inactive,OLD
997,ขายปลีก 30,VP05130,นิสิต,***,,,,,,VP05,*****,,,,**,Inactive,OLD
998,ขายปลีก 30,VP01090,พี่พัดคลองเจ๊ก,***,,,,,,VP01,*****,,"13.8346621,100.2638427",,**,Active,OLD
